#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os3523_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	5	83	3	17	5,5	5277	93	20
Os0677_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	8	92	4	19	5,5	998	95	0
Os1124_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	7	90	19	6	5,5	3209	91	0
Os1416_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	6	85	15	9	5,5	1230	81	0
ATRAN#LTR/unknown	LTR/unknown	LTR_retrotransposon	8	95	8	7	5,5	360	95	0
Os0150_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	9	94	18	17	5,5	1831	89	0
Os0307_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	10	92	5	8	5,5	1914	89	0
Os0313_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	8	91	12	15	5,5	2037	90	0
Os0568_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	5	84	3	13	5,5	4574	98	0
Os0571_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	8	89	14	17	5,5	3291	93	0
Os0852_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	5	91	20	20	5,5	4702	86	0
Os0972_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	7	85	13	14	5,5	443	86	0
Os1677_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	9	82	6	12	5,5	285	89	0
Os3530_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	6	90	8	10	5,5	2161	95	0
Os3538_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	7	93	11	6	5,5	290	84	0
ATLINE1A#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	85	9	5	5,20	2254	87	0
ATLINE1_1#LINE/L1	LINE/L1	LINE_retrotransposon	6	81	17	7	5,20	5851	95	0
ATLINE1_10#LINE/L1	LINE/L1	LINE_retrotransposon	7	91	11	11	5,20	5643	95	0
ATLINE1_10A#LINE/L1	LINE/L1	LINE_retrotransposon	6	83	13	12	5,20	5670	95	0
ATLINE1_11#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	87	2	5	5,20	5524	86	0
ATLINE1_12#LINE/L1	LINE/L1	LINE_retrotransposon	5	83	7	12	5,20	4570	98	0
ATLINE1_2#LINE/L1	LINE/L1	LINE_retrotransposon	9	94	18	13	5,20	5814	86	0
ATLINE1_3A#LINE/L1	LINE/L1	LINE_retrotransposon	10	92	11	9	5,20	330	80	0
ATLINE1_4#LINE/L1	LINE/L1	LINE_retrotransposon	9	82	16	9	5,20	6700	83	0
ATLINE1_5#LINE/L1	LINE/L1	LINE_retrotransposon	5	80	12	8	5,20	6835	82	0
ATLINE1_6#LINE/L1	LINE/L1	LINE_retrotransposon	9	91	17	11	5,20	5525	84	0
ATLINE1_7#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	81	2	15	5,20	5559	96	0
ATLINE1_8#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	84	9	11	5,20	5591	84	0
ATLINE1_9#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	81	6	17	5,20	4053	93	0
ATLINE2#LINE/L1	LINE/L1	LINE_retrotransposon	8	93	2	5	5,20	5318	84	0
ATLINEIII#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	86	18	17	5,20	5408	85	0
TA11#LINE/L1	LINE/L1	LINE_retrotransposon	5	95	5	14	5,20	5976	90	0
TA12#LINE/L1	LINE/L1	LINE_retrotransposon	8	82	7	19	5,20	949	84	0
TSCL#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	81	9	7	5,20	1225	92	0
Os0044#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	85	5	8	5,20	3376	93	0
Os0100#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	93	2	20	5,20	1434	85	0
Os0145#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	82	2	12	5,20	1830	89	0
Os0224#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	86	19	6	5,20	2023	87	0
Os0236#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	89	7	8	5,20	1385	97	0
Os0248#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	90	7	8	5,20	2949	98	0
Os0402#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	80	15	16	5,20	1588	90	0
Os0438#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	85	18	20	5,20	1271	94	0
Os0491#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	94	2	12	5,20	2011	89	0
Os0535#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	91	15	6	5,20	3104	98	0
Os0566#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	91	16	13	5,20	1599	85	0
Os0588#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	81	17	13	5,20	1330	94	0
Os0591#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	88	8	14	5,20	6273	83	0
Os0596#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	86	4	16	5,20	1507	85	0
Os0618#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	95	14	11	5,20	5431	83	0
Os0633#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	94	16	13	5,20	2639	85	0
Os0637#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	91	11	15	5,20	1408	80	0
Os0651#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	92	6	6	5,20	6996	89	0
Os0652#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	94	2	15	5,20	1498	88	0
Os0766#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	89	2	5	5,20	5933	98	0
Os0785#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	85	17	14	5,20	994	82	0
Os0793#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	85	10	7	5,20	6802	98	0
Os0801#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	82	4	9	5,20	6257	94	0
Os0802#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	87	1	16	5,20	2480	96	0
Os0815#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	85	13	15	5,20	1350	97	0
Os0817#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	87	6	11	5,20	2827	88	0
Os0837#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	87	5	14	5,20	5878	95	0
Os0875#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	86	15	12	5,20	2526	96	0
Os0899#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	91	4	20	5,20	1556	90	0
Os0915#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	94	16	13	5,20	2213	83	0
Os0926#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	86	17	18	5,20	1256	83	0
Os0934#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	84	12	14	5,20	2265	90	0
Os0947#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	85	13	9	5,20	1968	87	0
Os0948#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	92	13	8	5,20	3116	96	0
Os0995#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	92	19	19	5,20	2054	93	0
Os1100#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	92	1	12	5,20	4740	83	0
Os1159#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	92	18	11	5,20	5262	91	0
Os1192#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	84	15	16	5,20	1922	86	0
Os1202#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	84	19	6	5,20	851	95	0
Os1215#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	93	8	6	5,20	1346	96	0
Os1219#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	93	4	9	5,20	1103	96	0
Os1242#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	85	12	11	5,20	5113	82	0
Os1412#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	91	4	18	5,20	1828	80	0
Os1426#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	90	6	6	5,20	1370	92	0
Os1433#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	91	19	13	5,20	4108	96	0
Os1449#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	88	20	7	5,20	2666	91	0
Os1461#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	88	20	9	5,20	3671	80	0
Os1539#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	88	14	7	5,20	1685	85	0
Os1561#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	89	17	14	5,20	3741	87	0
Os1613#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	89	7	12	5,20	821	85	0
Os1638#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	93	20	20	5,20	3986	82	0
Os1673#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	93	2	18	5,20	1851	84	0
Os1711#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	94	12	19	5,20	1253	84	0
Os1719#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	81	18	18	5,20	1390	89	0
Os1726#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	85	5	15	5,20	1670	80	0
Os1736#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	83	7	18	5,20	947	92	0
Os1743#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	87	11	7	5,20	786	86	0
Os1748#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	94	13	6	5,20	1278	92	0
Os1808#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	87	17	19	5,20	326	94	0
Os1824#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	84	15	19	5,20	1162	94	0
Os1848#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	82	17	16	5,20	2802	89	0
Os1852#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	87	10	6	5,20	3463	84	0
Os1854#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	80	6	12	5,20	517	89	0
Os1875#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	87	13	12	5,20	1234	97	0
Os1882#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	88	12	19	5,20	2466	88	0
Os1926#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	87	16	5	5,20	3676	81	0
Os1979#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	94	18	19	5,20	856	98	0
Os2000#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	91	2	6	5,20	902	95	0
Os2006#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	87	5	19	5,20	1039	82	0
Os2099#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	94	10	6	5,20	4638	86	0
Os2111#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	81	16	14	5,20	3469	85	0
Os2215#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	94	16	10	5,20	2831	91	0
Os2252#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	80	16	19	5,20	1693	87	0
Os2507#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	89	6	11	5,20	1729	94	0
Os2997#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	80	1	14	5,20	6584	81	0
Os3033#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	87	16	11	5,20	946	95	0
Os3321#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	90	18	6	5,20	6727	87	0
Os3325#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	82	4	19	5,20	2790	85	0
Os3328#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	88	13	15	5,20	1666	97	0
Os3534#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	80	14	20	5,20	4048	98	0
Os3537#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	94	19	19	5,20	1971	94	0
Os3567#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	83	4	10	5,20	3698	95	0
Os3568#LINE/unknown	LINE/unknown	LINE_retrotransposon	5	86	11	8	5,20	1886	80	0
Os3574#LINE/unknown	LINE/unknown	LINE_retrotransposon	9	91	16	20	5,20	3209	96	0
Os3645#LINE/unknown	LINE/unknown	LINE_retrotransposon	8	88	1	7	5,20	3739	84	0
Os3647#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	83	7	19	5,20	6544	80	0
Os3659#LINE/unknown	LINE/unknown	LINE_retrotransposon	7	81	1	13	5,20	3656	91	0
ATSINE2A#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	88	3	8	5,20	1396	93	0
AtSB2#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	5	91	7	15	5,20	171	90	0
AtSB3#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	9	84	17	14	5,20	303	81	0
AtSB4#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	8	90	5	8	5,20	159	85	0
AtSB5#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	7	95	19	9	5,20	217	95	0
AtSB6#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	9	86	19	12	5,20	333	90	0
Sadhu1-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	84	14	14	5,20	884	84	0
Sadhu1-2#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	82	10	7	5,20	902	91	0
Sadhu1-3#SINE/unknown	SINE/unknown	SINE_retrotransposon	10	94	7	11	5,20	902	98	0
Sadhu10-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	10	91	15	7	5,20	819	80	0
Sadhu2-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	94	12	9	5,20	876	84	0
Sadhu3-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	8	87	18	6	5,20	885	97	0
Sadhu4-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	87	1	16	5,20	906	92	0
Sadhu5-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	89	19	20	5,20	871	97	0
Sadhu6-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	88	12	7	5,20	865	84	0
Sadhu7-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	10	82	10	17	5,20	886	82	0
Sadhu8-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	95	14	14	5,20	881	96	0
Sadhu9-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	86	15	9	5,20	1000	90	0
RST-Osativa-Cluster_0#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	80	2	7	5,20	385	88	0
RST-Osativa-Cluster_2#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	92	1	6	5,20	287	96	0
RST-Osativa-Cluster_5#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	81	15	7	5,20	199	90	0
RST-Osativa-Cluster_6#SINE/unknown	SINE/unknown	SINE_retrotransposon	8	92	20	8	5,20	187	94	0
Os0106#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	94	5	18	5,20	123	87	0
Os0212#SINE/unknown	SINE/unknown	SINE_retrotransposon	10	80	12	17	5,20	1239	87	0
Os0270#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	87	10	8	5,20	977	96	0
Os0358#SINE/unknown	SINE/unknown	SINE_retrotransposon	8	82	5	6	5,20	305	94	0
Os0375#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	92	4	16	5,20	734	82	0
Os0509#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	83	18	7	5,20	212	86	0
Os0580#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	91	14	15	5,20	324	81	0
Os0604#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	81	1	14	5,20	156	81	0
Os0642#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	84	2	13	5,20	342	91	0
Os0660#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	94	17	8	5,20	195	95	0
Os0751#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	95	19	9	5,20	256	98	0
Os1022#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	81	4	15	5,20	163	94	0
Os1374#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	95	17	6	5,20	494	84	0
Os1424#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	89	11	17	5,20	320	90	0
Os1427#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	83	8	7	5,20	244	86	0
Os1611#SINE/unknown	SINE/unknown	SINE_retrotransposon	6	94	5	18	5,20	85	82	0
Os1635#SINE/unknown	SINE/unknown	SINE_retrotransposon	8	80	9	8	5,20	508	82	0
Os1716#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	82	8	9	5,20	461	92	0
Os1815#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	94	20	20	5,20	516	82	0
Os1867#SINE/unknown	SINE/unknown	SINE_retrotransposon	7	92	16	17	5,20	326	92	0
Os1922#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	93	7	5	5,20	581	89	0
Os2220#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	81	19	19	5,20	347	85	0
Os2238#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	85	20	17	5,20	2638	95	0
Os2338#SINE/unknown	SINE/unknown	SINE_retrotransposon	8	91	18	5	5,20	470	89	0
Os2393#SINE/unknown	SINE/unknown	SINE_retrotransposon	9	85	19	19	5,20	289	90	0
Os3050#SINE/unknown	SINE/unknown	SINE_retrotransposon	5	91	13	10	5,20	441	85	0
ATHAT1#DNA/hAT	DNA/hAT	TIR_transposon	10	82	13	12	5,8	4060	96	0
ATHAT10#DNA/hAT	DNA/hAT	TIR_transposon	6	87	8	17	5,8	3243	96	0
ATHAT2#DNA/hAT	DNA/hAT	TIR_transposon	9	94	18	11	5,8	3573	80	0
ATHAT3#DNA/hAT	DNA/hAT	TIR_transposon	6	85	16	16	5,8	4184	96	0
ATHAT7#DNA/hAT	DNA/hAT	TIR_transposon	5	91	16	5	5,8	3500	88	0
ATHAT8#DNA/hAT	DNA/hAT	TIR_transposon	7	82	10	7	5,8	3849	88	0
ATHAT9#DNA/hAT	DNA/hAT	TIR_transposon	5	83	9	11	5,8	3126	82	0
ATHATN10#DNA/hAT	DNA/hAT	TIR_transposon	5	88	19	8	5,8	832	84	0
ATHATN2#DNA/hAT	DNA/hAT	TIR_transposon	5	94	17	12	5,8	649	83	0
ATHATN3#DNA/hAT	DNA/hAT	TIR_transposon	6	81	14	11	5,8	554	85	0
ATHATN3A#DNA/hAT	DNA/hAT	TIR_transposon	8	93	17	11	5,8	589	91	0
ATHATN4#DNA/hAT	DNA/hAT	TIR_transposon	8	85	14	17	5,8	437	81	0
ATHATN5#DNA/hAT	DNA/hAT	TIR_transposon	5	93	10	8	5,8	541	84	0
ATHATN6#DNA/hAT	DNA/hAT	TIR_transposon	10	81	2	19	5,8	594	84	0
ATHATN8#DNA/hAT	DNA/hAT	TIR_transposon	10	80	3	14	5,8	249	93	0
ATHATN9#DNA/hAT	DNA/hAT	TIR_transposon	9	83	18	6	5,8	246	89	0
DRL1#DNA/hAT	DNA/hAT	TIR_transposon	7	82	3	10	5,8	250	92	0
SIMPLEHAT2#DNA/hAT	DNA/hAT	TIR_transposon	10	88	12	16	5,8	1208	97	0
TAG1#DNA/hAT	DNA/hAT	TIR_transposon	10	89	8	13	5,8	3299	90	0
TAG2#DNA/hAT	DNA/hAT	TIR_transposon	9	92	11	16	5,8	3094	89	0
TAG3N1#DNA/hAT	DNA/hAT	TIR_transposon	6	84	5	14	5,8	754	80	0
Os0047#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	86	15	14	5,8	154	92	0
Os0055#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	88	12	19	5,8	506	88	0
Os0069#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	20	11	5,8	244	98	0
Os0080#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	86	4	15	5,8	110	86	0
Os0108#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	93	18	18	5,8	489	90	0
Os0113#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	82	11	12	5,8	179	82	0
Os0122#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	80	9	10	5,8	484	88	0
Os0123#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	85	19	10	5,8	635	97	0
Os0147#DNAauto/hAT	DNAauto/hAT	TIR_transposon	7	90	8	5	5,8	4259	97	0
Os0154#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	86	11	18	5,8	485	96	0
Os0163#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	87	10	18	5,8	992	82	0
Os0186#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	90	3	6	5,8	200	92	0
Os0187#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	87	17	11	5,8	609	94	0
Os0215#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	94	12	14	5,8	257	98	0
Os0226#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	91	18	7	5,8	484	87	0
Os0227#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	94	5	16	5,8	561	91	0
Os0228#DNAauto/hAT	DNAauto/hAT	TIR_transposon	9	91	18	17	5,8	3568	89	0
Os0249#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	81	15	10	5,8	2512	94	0
Os0255#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	85	5	19	5,8	479	95	0
Os0326#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	86	17	6	5,8	305	91	0
Os0332#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	82	16	18	5,8	518	84	0
Os0342#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	88	17	20	5,8	522	91	0
Os0411#DNAauto/hAT	DNAauto/hAT	TIR_transposon	10	89	3	5	5,8	3776	96	0
Os0427#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	86	14	17	5,8	584	81	0
Os0429#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	82	5	11	5,8	802	94	0
Os0436#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	85	8	19	5,8	1447	95	0
Os0437#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	84	17	6	5,8	723	88	0
Os0444#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	88	10	11	5,8	243	88	0
Os0467#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	87	10	15	5,8	168	94	0
Os0483#DNAauto/hAT	DNAauto/hAT	TIR_transposon	5	80	15	15	5,8	3820	90	0
Os0510#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	91	17	7	5,8	856	85	0
Os0517#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	87	10	20	5,8	184	83	0
Os0521#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	94	2	8	5,8	2484	83	0
Os0543#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	9	17	5,8	583	89	0
Os0545#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	91	3	5	5,8	156	81	0
Os0563#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	89	16	7	5,8	264	89	0
Os0567#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	91	11	12	5,8	226	81	0
Os0572#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	84	8	19	5,8	619	80	0
Os0586#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	88	5	16	5,8	179	87	0
Os0587#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	84	13	17	5,8	507	94	0
Os0600#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	93	5	11	5,8	215	94	0
Os0603#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	83	14	19	5,8	752	80	0
Os0605#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	82	16	18	5,8	167	98	0
Os0612#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	94	4	19	5,8	197	81	0
Os0621#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	91	17	8	5,8	239	93	0
Os0626#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	87	7	14	5,8	652	93	0
Os0650#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	89	3	18	5,8	596	84	0
Os0701#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	95	17	16	5,8	176	83	0
Os0734#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	93	17	8	5,8	871	94	0
Os0752#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	83	2	14	5,8	616	87	0
Os0756#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	80	2	5	5,8	208	96	0
Os0780#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	85	13	11	5,8	243	84	0
Os0792#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	91	4	12	5,8	579	93	0
Os0806#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	83	1	20	5,8	475	93	0
Os0816#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	95	20	7	5,8	235	80	0
Os0824#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	81	15	17	5,8	592	83	0
Os0825#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	83	18	16	5,8	691	98	0
Os0838#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	93	11	10	5,8	643	87	0
Os0843#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	89	17	20	5,8	158	98	0
Os0851#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	93	5	7	5,8	849	81	0
Os0878#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	16	14	5,8	175	86	0
Os0897#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	88	14	5	5,8	372	85	0
Os0902#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	92	4	16	5,8	2476	90	0
Os0907#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	85	14	16	5,8	583	97	0
Os0927#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	84	4	11	5,8	386	97	0
Os0928#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	89	5	11	5,8	415	85	0
Os0942#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	85	12	10	5,8	2132	82	0
Os0963#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	11	16	5,8	354	85	0
Os0964#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	85	3	17	5,8	671	83	0
Os0979#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	80	7	15	5,8	735	83	0
Os0987#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	81	8	12	5,8	157	98	0
Os0989#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	91	15	17	5,8	190	97	0
Os1020#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	85	15	11	5,8	529	81	0
Os1051#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	87	16	18	5,8	3890	90	0
Os1062#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	80	6	15	5,8	1769	96	0
Os1063#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	92	16	16	5,8	1401	84	0
Os1090#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	90	15	18	5,8	1441	80	0
Os1103#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	81	10	16	5,8	624	92	0
Os1105#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	87	10	5	5,8	1482	81	0
Os1109#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	91	9	11	5,8	560	83	0
Os1151#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	88	6	17	5,8	3751	96	0
