#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os3523_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	159	94	3	9	5,5	5277	95	21
Os0677_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	227	95	10	13	5,5	998	80	0
Os1124_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	107	80	8	20	5,5	3209	86	0
Os1416_LTR#LTR/Solo	LTR/Solo	LTR_retrotransposon	440	87	4	9	5,5	1230	81	0
ATRAN#LTR/unknown	LTR/unknown	LTR_retrotransposon	260	90	6	10	5,5	360	93	0
Os0150_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	101	89	10	19	5,5	1831	96	0
Os0307_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	63	85	8	7	5,5	1914	93	0
Os0313_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	81	86	19	18	5,5	2037	90	0
Os0568_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	475	81	13	6	5,5	4574	92	0
Os0571_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	114	85	19	13	5,5	3291	84	0
Os0852_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	471	93	20	7	5,5	4702	81	0
Os0972_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	198	93	19	9	5,5	443	92	0
Os1677_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	311	89	6	18	5,5	285	82	0
Os3530_INT#LTR/unknown	LTR/unknown	LTR_retrotransposon	180	80	4	8	5,5	2161	92	0
Os3538_LTR#LTR/unknown	LTR/unknown	LTR_retrotransposon	76	83	2	8	5,5	290	87	0
ATLINE1A#LINE/unknown	LINE/unknown	LINE_retrotransposon	385	89	18	9	5,20	2254	83	0
ATLINE1_1#LINE/L1	LINE/L1	LINE_retrotransposon	12	85	11	11	5,20	5851	88	0
ATLINE1_10#LINE/L1	LINE/L1	LINE_retrotransposon	124	86	5	19	5,20	5643	89	0
ATLINE1_10A#LINE/L1	LINE/L1	LINE_retrotransposon	152	90	15	6	5,20	5670	88	0
ATLINE1_11#LINE/unknown	LINE/unknown	LINE_retrotransposon	486	87	6	15	5,20	5524	85	0
ATLINE1_12#LINE/L1	LINE/L1	LINE_retrotransposon	106	88	18	6	5,20	4570	85	0
ATLINE1_2#LINE/L1	LINE/L1	LINE_retrotransposon	295	82	17	6	5,20	5814	95	0
ATLINE1_3A#LINE/L1	LINE/L1	LINE_retrotransposon	216	93	9	17	5,20	330	86	0
ATLINE1_4#LINE/L1	LINE/L1	LINE_retrotransposon	33	89	5	15	5,20	6700	93	0
ATLINE1_5#LINE/L1	LINE/L1	LINE_retrotransposon	408	83	6	18	5,20	6835	92	0
ATLINE1_6#LINE/L1	LINE/L1	LINE_retrotransposon	338	85	3	10	5,20	5525	85	0
ATLINE1_7#LINE/unknown	LINE/unknown	LINE_retrotransposon	385	90	12	9	5,20	5559	94	0
ATLINE1_8#LINE/unknown	LINE/unknown	LINE_retrotransposon	49	86	8	15	5,20	5591	83	0
ATLINE1_9#LINE/unknown	LINE/unknown	LINE_retrotransposon	153	94	1	12	5,20	4053	82	0
ATLINE2#LINE/L1	LINE/L1	LINE_retrotransposon	243	85	9	12	5,20	5318	91	0
ATLINEIII#LINE/unknown	LINE/unknown	LINE_retrotransposon	417	85	13	19	5,20	5408	93	0
TA11#LINE/L1	LINE/L1	LINE_retrotransposon	203	91	9	17	5,20	5976	97	0
TA12#LINE/L1	LINE/L1	LINE_retrotransposon	263	83	12	19	5,20	949	90	0
TSCL#LINE/unknown	LINE/unknown	LINE_retrotransposon	425	83	11	14	5,20	1225	96	0
Os0044#LINE/unknown	LINE/unknown	LINE_retrotransposon	379	93	15	13	5,20	3376	83	0
Os0100#LINE/unknown	LINE/unknown	LINE_retrotransposon	329	91	17	8	5,20	1434	80	0
Os0145#LINE/unknown	LINE/unknown	LINE_retrotransposon	405	92	9	8	5,20	1830	94	0
Os0224#LINE/unknown	LINE/unknown	LINE_retrotransposon	37	85	13	18	5,20	2023	87	0
Os0236#LINE/unknown	LINE/unknown	LINE_retrotransposon	475	85	15	19	5,20	1385	94	0
Os0248#LINE/unknown	LINE/unknown	LINE_retrotransposon	132	82	4	14	5,20	2949	84	0
Os0402#LINE/unknown	LINE/unknown	LINE_retrotransposon	246	80	16	14	5,20	1588	84	0
Os0438#LINE/unknown	LINE/unknown	LINE_retrotransposon	11	80	9	17	5,20	1271	84	0
Os0491#LINE/unknown	LINE/unknown	LINE_retrotransposon	379	92	16	15	5,20	2011	92	0
Os0535#LINE/unknown	LINE/unknown	LINE_retrotransposon	470	88	14	20	5,20	3104	88	0
Os0566#LINE/unknown	LINE/unknown	LINE_retrotransposon	436	87	16	11	5,20	1599	82	0
Os0588#LINE/unknown	LINE/unknown	LINE_retrotransposon	424	90	4	20	5,20	1330	84	0
Os0591#LINE/unknown	LINE/unknown	LINE_retrotransposon	79	95	6	15	5,20	6273	97	0
Os0596#LINE/unknown	LINE/unknown	LINE_retrotransposon	290	95	12	6	5,20	1507	80	0
Os0618#LINE/unknown	LINE/unknown	LINE_retrotransposon	186	92	16	11	5,20	5431	80	0
Os0633#LINE/unknown	LINE/unknown	LINE_retrotransposon	56	80	13	10	5,20	2639	93	0
Os0637#LINE/unknown	LINE/unknown	LINE_retrotransposon	77	92	16	18	5,20	1408	88	0
Os0651#LINE/unknown	LINE/unknown	LINE_retrotransposon	252	82	4	6	5,20	6996	98	0
Os0652#LINE/unknown	LINE/unknown	LINE_retrotransposon	175	87	9	17	5,20	1498	98	0
Os0766#LINE/unknown	LINE/unknown	LINE_retrotransposon	481	82	19	16	5,20	5933	83	0
Os0785#LINE/unknown	LINE/unknown	LINE_retrotransposon	378	92	1	14	5,20	994	94	0
Os0793#LINE/unknown	LINE/unknown	LINE_retrotransposon	428	88	5	19	5,20	6802	82	0
Os0801#LINE/unknown	LINE/unknown	LINE_retrotransposon	415	93	11	13	5,20	6257	94	0
Os0802#LINE/unknown	LINE/unknown	LINE_retrotransposon	343	87	13	8	5,20	2480	82	0
Os0815#LINE/unknown	LINE/unknown	LINE_retrotransposon	268	81	17	17	5,20	1350	95	0
Os0817#LINE/unknown	LINE/unknown	LINE_retrotransposon	299	93	1	15	5,20	2827	96	0
Os0837#LINE/unknown	LINE/unknown	LINE_retrotransposon	287	88	2	5	5,20	5878	80	0
Os0875#LINE/unknown	LINE/unknown	LINE_retrotransposon	446	93	5	6	5,20	2526	82	0
Os0899#LINE/unknown	LINE/unknown	LINE_retrotransposon	425	82	20	9	5,20	1556	87	0
Os0915#LINE/unknown	LINE/unknown	LINE_retrotransposon	106	87	5	11	5,20	2213	93	0
Os0926#LINE/unknown	LINE/unknown	LINE_retrotransposon	273	80	10	14	5,20	1256	94	0
Os0934#LINE/unknown	LINE/unknown	LINE_retrotransposon	495	89	10	19	5,20	2265	88	0
Os0947#LINE/unknown	LINE/unknown	LINE_retrotransposon	470	95	12	17	5,20	1968	80	0
Os0948#LINE/unknown	LINE/unknown	LINE_retrotransposon	152	88	18	5	5,20	3116	86	0
Os0995#LINE/unknown	LINE/unknown	LINE_retrotransposon	350	90	20	14	5,20	2054	90	0
Os1100#LINE/unknown	LINE/unknown	LINE_retrotransposon	370	94	20	18	5,20	4740	92	0
Os1159#LINE/unknown	LINE/unknown	LINE_retrotransposon	359	93	17	15	5,20	5262	81	0
Os1192#LINE/unknown	LINE/unknown	LINE_retrotransposon	85	89	3	17	5,20	1922	89	0
Os1202#LINE/unknown	LINE/unknown	LINE_retrotransposon	438	85	14	15	5,20	851	84	0
Os1215#LINE/unknown	LINE/unknown	LINE_retrotransposon	220	83	18	19	5,20	1346	90	0
Os1219#LINE/unknown	LINE/unknown	LINE_retrotransposon	476	90	15	10	5,20	1103	98	0
Os1242#LINE/unknown	LINE/unknown	LINE_retrotransposon	252	89	5	6	5,20	5113	84	0
Os1412#LINE/unknown	LINE/unknown	LINE_retrotransposon	10	84	17	6	5,20	1828	82	0
Os1426#LINE/unknown	LINE/unknown	LINE_retrotransposon	185	84	9	9	5,20	1370	84	0
Os1433#LINE/unknown	LINE/unknown	LINE_retrotransposon	474	88	10	17	5,20	4108	88	0
Os1449#LINE/unknown	LINE/unknown	LINE_retrotransposon	148	92	15	14	5,20	2666	89	0
Os1461#LINE/unknown	LINE/unknown	LINE_retrotransposon	142	81	6	7	5,20	3671	83	0
Os1539#LINE/unknown	LINE/unknown	LINE_retrotransposon	26	84	16	9	5,20	1685	90	0
Os1561#LINE/unknown	LINE/unknown	LINE_retrotransposon	50	88	17	7	5,20	3741	94	0
Os1613#LINE/unknown	LINE/unknown	LINE_retrotransposon	15	82	9	8	5,20	821	94	0
Os1638#LINE/unknown	LINE/unknown	LINE_retrotransposon	450	93	12	6	5,20	3986	83	0
Os1673#LINE/unknown	LINE/unknown	LINE_retrotransposon	57	88	5	8	5,20	1851	87	0
Os1711#LINE/unknown	LINE/unknown	LINE_retrotransposon	277	84	13	10	5,20	1253	92	0
Os1719#LINE/unknown	LINE/unknown	LINE_retrotransposon	440	82	8	13	5,20	1390	81	0
Os1726#LINE/unknown	LINE/unknown	LINE_retrotransposon	491	80	13	9	5,20	1670	93	0
Os1736#LINE/unknown	LINE/unknown	LINE_retrotransposon	267	86	3	5	5,20	947	85	0
Os1743#LINE/unknown	LINE/unknown	LINE_retrotransposon	409	88	3	5	5,20	786	84	0
Os1748#LINE/unknown	LINE/unknown	LINE_retrotransposon	227	94	7	19	5,20	1278	89	0
Os1808#LINE/unknown	LINE/unknown	LINE_retrotransposon	229	92	6	17	5,20	326	95	0
Os1824#LINE/unknown	LINE/unknown	LINE_retrotransposon	275	85	14	17	5,20	1162	83	0
Os1848#LINE/unknown	LINE/unknown	LINE_retrotransposon	349	85	18	6	5,20	2802	93	0
Os1852#LINE/unknown	LINE/unknown	LINE_retrotransposon	452	87	1	14	5,20	3463	83	0
Os1854#LINE/unknown	LINE/unknown	LINE_retrotransposon	345	93	6	17	5,20	517	80	0
Os1875#LINE/unknown	LINE/unknown	LINE_retrotransposon	250	95	12	7	5,20	1234	98	0
Os1882#LINE/unknown	LINE/unknown	LINE_retrotransposon	357	82	13	15	5,20	2466	85	0
Os1926#LINE/unknown	LINE/unknown	LINE_retrotransposon	87	90	7	20	5,20	3676	83	0
Os1979#LINE/unknown	LINE/unknown	LINE_retrotransposon	449	83	17	6	5,20	856	94	0
Os2000#LINE/unknown	LINE/unknown	LINE_retrotransposon	350	80	19	19	5,20	902	94	0
Os2006#LINE/unknown	LINE/unknown	LINE_retrotransposon	205	80	10	16	5,20	1039	81	0
Os2099#LINE/unknown	LINE/unknown	LINE_retrotransposon	149	84	13	18	5,20	4638	82	0
Os2111#LINE/unknown	LINE/unknown	LINE_retrotransposon	191	91	17	14	5,20	3469	98	0
Os2215#LINE/unknown	LINE/unknown	LINE_retrotransposon	294	95	13	18	5,20	2831	82	0
Os2252#LINE/unknown	LINE/unknown	LINE_retrotransposon	6	88	15	7	5,20	1693	83	0
Os2507#LINE/unknown	LINE/unknown	LINE_retrotransposon	320	84	7	17	5,20	1729	92	0
Os2997#LINE/unknown	LINE/unknown	LINE_retrotransposon	162	84	4	12	5,20	6584	96	0
Os3033#LINE/unknown	LINE/unknown	LINE_retrotransposon	287	81	2	15	5,20	946	83	0
Os3321#LINE/unknown	LINE/unknown	LINE_retrotransposon	399	87	15	7	5,20	6727	91	0
Os3325#LINE/unknown	LINE/unknown	LINE_retrotransposon	316	93	11	8	5,20	2790	98	0
Os3328#LINE/unknown	LINE/unknown	LINE_retrotransposon	377	84	11	9	5,20	1666	80	0
Os3534#LINE/unknown	LINE/unknown	LINE_retrotransposon	185	80	15	12	5,20	4048	83	0
Os3537#LINE/unknown	LINE/unknown	LINE_retrotransposon	478	89	5	16	5,20	1971	91	0
Os3567#LINE/unknown	LINE/unknown	LINE_retrotransposon	163	86	6	8	5,20	3698	80	0
Os3568#LINE/unknown	LINE/unknown	LINE_retrotransposon	108	95	2	6	5,20	1886	88	0
Os3574#LINE/unknown	LINE/unknown	LINE_retrotransposon	322	80	16	15	5,20	3209	89	0
Os3645#LINE/unknown	LINE/unknown	LINE_retrotransposon	435	88	10	14	5,20	3739	84	0
Os3647#LINE/unknown	LINE/unknown	LINE_retrotransposon	249	81	2	10	5,20	6544	92	0
Os3659#LINE/unknown	LINE/unknown	LINE_retrotransposon	388	95	17	15	5,20	3656	86	0
ATSINE2A#SINE/unknown	SINE/unknown	SINE_retrotransposon	461	86	3	9	5,20	1396	94	0
AtSB2#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	458	91	11	14	5,20	171	82	0
AtSB3#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	12	84	17	12	5,20	303	82	0
AtSB4#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	73	95	1	17	5,20	159	89	0
AtSB5#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	183	94	11	13	5,20	217	82	0
AtSB6#SINE/tRNA	SINE/tRNA	SINE_retrotransposon	395	80	16	16	5,20	333	96	0
Sadhu1-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	227	88	12	13	5,20	884	86	0
Sadhu1-2#SINE/unknown	SINE/unknown	SINE_retrotransposon	270	90	11	11	5,20	902	91	0
Sadhu1-3#SINE/unknown	SINE/unknown	SINE_retrotransposon	442	91	4	8	5,20	902	90	0
Sadhu10-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	280	93	15	6	5,20	819	87	0
Sadhu2-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	380	91	7	8	5,20	876	96	0
Sadhu3-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	21	80	4	15	5,20	885	96	0
Sadhu4-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	204	89	7	6	5,20	906	81	0
Sadhu5-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	115	82	18	13	5,20	871	81	0
Sadhu6-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	27	84	8	15	5,20	865	82	0
Sadhu7-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	38	87	19	9	5,20	886	84	0
Sadhu8-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	62	92	2	17	5,20	881	97	0
Sadhu9-1#SINE/unknown	SINE/unknown	SINE_retrotransposon	374	90	17	10	5,20	1000	81	0
RST-Osativa-Cluster_0#SINE/unknown	SINE/unknown	SINE_retrotransposon	288	92	6	15	5,20	385	82	0
RST-Osativa-Cluster_2#SINE/unknown	SINE/unknown	SINE_retrotransposon	283	89	18	8	5,20	287	95	0
RST-Osativa-Cluster_5#SINE/unknown	SINE/unknown	SINE_retrotransposon	168	89	18	18	5,20	199	84	0
RST-Osativa-Cluster_6#SINE/unknown	SINE/unknown	SINE_retrotransposon	110	81	10	6	5,20	187	98	0
Os0106#SINE/unknown	SINE/unknown	SINE_retrotransposon	280	84	1	16	5,20	123	96	0
Os0212#SINE/unknown	SINE/unknown	SINE_retrotransposon	316	85	18	19	5,20	1239	80	0
Os0270#SINE/unknown	SINE/unknown	SINE_retrotransposon	128	90	2	13	5,20	977	86	0
Os0358#SINE/unknown	SINE/unknown	SINE_retrotransposon	456	95	16	20	5,20	305	98	0
Os0375#SINE/unknown	SINE/unknown	SINE_retrotransposon	329	85	7	8	5,20	734	98	0
Os0509#SINE/unknown	SINE/unknown	SINE_retrotransposon	85	95	2	8	5,20	212	84	0
Os0580#SINE/unknown	SINE/unknown	SINE_retrotransposon	117	81	20	5	5,20	324	83	0
Os0604#SINE/unknown	SINE/unknown	SINE_retrotransposon	69	95	7	15	5,20	156	80	0
Os0642#SINE/unknown	SINE/unknown	SINE_retrotransposon	288	85	4	18	5,20	342	91	0
Os0660#SINE/unknown	SINE/unknown	SINE_retrotransposon	384	84	13	14	5,20	195	81	0
Os0751#SINE/unknown	SINE/unknown	SINE_retrotransposon	39	90	4	11	5,20	256	98	0
Os1022#SINE/unknown	SINE/unknown	SINE_retrotransposon	415	82	7	10	5,20	163	82	0
Os1374#SINE/unknown	SINE/unknown	SINE_retrotransposon	172	81	7	19	5,20	494	88	0
Os1424#SINE/unknown	SINE/unknown	SINE_retrotransposon	25	88	20	5	5,20	320	96	0
Os1427#SINE/unknown	SINE/unknown	SINE_retrotransposon	196	89	3	7	5,20	244	80	0
Os1611#SINE/unknown	SINE/unknown	SINE_retrotransposon	309	94	14	11	5,20	85	85	0
Os1635#SINE/unknown	SINE/unknown	SINE_retrotransposon	139	95	3	9	5,20	508	85	0
Os1716#SINE/unknown	SINE/unknown	SINE_retrotransposon	362	95	15	8	5,20	461	86	0
Os1815#SINE/unknown	SINE/unknown	SINE_retrotransposon	53	86	18	12	5,20	516	90	0
Os1867#SINE/unknown	SINE/unknown	SINE_retrotransposon	245	88	3	16	5,20	326	81	0
Os1922#SINE/unknown	SINE/unknown	SINE_retrotransposon	99	91	7	14	5,20	581	95	0
Os2220#SINE/unknown	SINE/unknown	SINE_retrotransposon	324	83	4	20	5,20	347	92	0
Os2238#SINE/unknown	SINE/unknown	SINE_retrotransposon	93	94	18	8	5,20	2638	83	0
Os2338#SINE/unknown	SINE/unknown	SINE_retrotransposon	312	91	19	15	5,20	470	89	0
Os2393#SINE/unknown	SINE/unknown	SINE_retrotransposon	415	81	12	15	5,20	289	84	0
Os3050#SINE/unknown	SINE/unknown	SINE_retrotransposon	354	85	1	15	5,20	441	90	0
ATHAT1#DNA/hAT	DNA/hAT	TIR_transposon	44	84	1	20	5,8	4060	83	0
ATHAT10#DNA/hAT	DNA/hAT	TIR_transposon	142	88	20	19	5,8	3243	89	0
ATHAT2#DNA/hAT	DNA/hAT	TIR_transposon	116	86	16	15	5,8	3573	90	0
ATHAT3#DNA/hAT	DNA/hAT	TIR_transposon	84	84	12	13	5,8	4184	85	0
ATHAT7#DNA/hAT	DNA/hAT	TIR_transposon	89	81	4	20	5,8	3500	98	0
ATHAT8#DNA/hAT	DNA/hAT	TIR_transposon	261	87	2	7	5,8	3849	89	0
ATHAT9#DNA/hAT	DNA/hAT	TIR_transposon	396	94	15	13	5,8	3126	97	0
ATHATN10#DNA/hAT	DNA/hAT	TIR_transposon	420	82	9	6	5,8	832	94	0
ATHATN2#DNA/hAT	DNA/hAT	TIR_transposon	173	91	2	15	5,8	649	88	0
ATHATN3#DNA/hAT	DNA/hAT	TIR_transposon	426	94	10	19	5,8	554	85	0
ATHATN3A#DNA/hAT	DNA/hAT	TIR_transposon	329	92	3	10	5,8	589	95	0
ATHATN4#DNA/hAT	DNA/hAT	TIR_transposon	474	88	3	15	5,8	437	81	0
ATHATN5#DNA/hAT	DNA/hAT	TIR_transposon	497	91	20	8	5,8	541	88	0
ATHATN6#DNA/hAT	DNA/hAT	TIR_transposon	236	91	4	19	5,8	594	96	0
ATHATN8#DNA/hAT	DNA/hAT	TIR_transposon	308	88	12	7	5,8	249	86	0
ATHATN9#DNA/hAT	DNA/hAT	TIR_transposon	130	90	3	17	5,8	246	96	0
DRL1#DNA/hAT	DNA/hAT	TIR_transposon	352	89	5	6	5,8	250	92	0
SIMPLEHAT2#DNA/hAT	DNA/hAT	TIR_transposon	22	95	11	9	5,8	1208	82	0
TAG1#DNA/hAT	DNA/hAT	TIR_transposon	236	91	18	18	5,8	3299	94	0
TAG2#DNA/hAT	DNA/hAT	TIR_transposon	392	91	5	9	5,8	3094	94	0
TAG3N1#DNA/hAT	DNA/hAT	TIR_transposon	307	88	15	11	5,8	754	91	0
Os0047#DNAnona/hAT	DNAnona/hAT	TIR_transposon	370	86	20	7	5,8	154	94	0
Os0055#DNAnona/hAT	DNAnona/hAT	TIR_transposon	70	90	10	13	5,8	506	95	0
Os0069#DNAnona/hAT	DNAnona/hAT	TIR_transposon	248	91	11	17	5,8	244	84	0
Os0080#DNAnona/hAT	DNAnona/hAT	TIR_transposon	446	81	5	17	5,8	110	86	0
Os0108#DNAnona/hAT	DNAnona/hAT	TIR_transposon	230	88	11	19	5,8	489	96	0
Os0113#DNAnona/hAT	DNAnona/hAT	TIR_transposon	299	83	10	7	5,8	179	89	0
Os0122#DNAnona/hAT	DNAnona/hAT	TIR_transposon	465	94	15	13	5,8	484	91	0
Os0123#DNAnona/hAT	DNAnona/hAT	TIR_transposon	128	83	12	14	5,8	635	86	0
Os0147#DNAauto/hAT	DNAauto/hAT	TIR_transposon	170	87	17	8	5,8	4259	92	0
Os0154#DNAnona/hAT	DNAnona/hAT	TIR_transposon	190	80	8	5	5,8	485	93	0
Os0163#DNAnona/hAT	DNAnona/hAT	TIR_transposon	465	83	6	16	5,8	992	97	0
Os0186#DNAnona/hAT	DNAnona/hAT	TIR_transposon	482	90	20	20	5,8	200	88	0
Os0187#DNAnona/hAT	DNAnona/hAT	TIR_transposon	191	88	1	19	5,8	609	92	0
Os0215#DNAnona/hAT	DNAnona/hAT	TIR_transposon	454	84	6	19	5,8	257	88	0
Os0226#DNAnona/hAT	DNAnona/hAT	TIR_transposon	190	85	6	13	5,8	484	97	0
Os0227#DNAnona/hAT	DNAnona/hAT	TIR_transposon	161	84	3	10	5,8	561	88	0
Os0228#DNAauto/hAT	DNAauto/hAT	TIR_transposon	473	90	19	20	5,8	3568	80	0
Os0249#DNAnona/hAT	DNAnona/hAT	TIR_transposon	75	89	10	12	5,8	2512	85	0
Os0255#DNAnona/hAT	DNAnona/hAT	TIR_transposon	372	93	19	6	5,8	479	92	0
Os0326#DNAnona/hAT	DNAnona/hAT	TIR_transposon	102	84	12	14	5,8	305	85	0
Os0332#DNAnona/hAT	DNAnona/hAT	TIR_transposon	148	95	2	10	5,8	518	92	0
Os0342#DNAnona/hAT	DNAnona/hAT	TIR_transposon	431	80	17	20	5,8	522	96	0
Os0411#DNAauto/hAT	DNAauto/hAT	TIR_transposon	244	94	3	20	5,8	3776	85	0
Os0427#DNAnona/hAT	DNAnona/hAT	TIR_transposon	499	93	5	17	5,8	584	81	0
Os0429#DNAnona/hAT	DNAnona/hAT	TIR_transposon	93	90	5	20	5,8	802	96	0
Os0436#DNAnona/hAT	DNAnona/hAT	TIR_transposon	442	84	19	17	5,8	1447	93	0
Os0437#DNAnona/hAT	DNAnona/hAT	TIR_transposon	424	94	15	15	5,8	723	95	0
Os0444#DNAnona/hAT	DNAnona/hAT	TIR_transposon	388	87	8	8	5,8	243	80	0
Os0467#DNAnona/hAT	DNAnona/hAT	TIR_transposon	103	86	20	17	5,8	168	90	0
Os0483#DNAauto/hAT	DNAauto/hAT	TIR_transposon	478	85	20	19	5,8	3820	83	0
Os0510#DNAnona/hAT	DNAnona/hAT	TIR_transposon	359	91	16	7	5,8	856	81	0
Os0517#DNAnona/hAT	DNAnona/hAT	TIR_transposon	113	83	1	17	5,8	184	96	0
Os0521#DNAnona/hAT	DNAnona/hAT	TIR_transposon	35	91	19	17	5,8	2484	86	0
Os0543#DNAnona/hAT	DNAnona/hAT	TIR_transposon	337	90	8	7	5,8	583	98	0
Os0545#DNAnona/hAT	DNAnona/hAT	TIR_transposon	229	91	17	19	5,8	156	89	0
Os0563#DNAnona/hAT	DNAnona/hAT	TIR_transposon	183	92	10	14	5,8	264	95	0
Os0567#DNAnona/hAT	DNAnona/hAT	TIR_transposon	179	90	9	19	5,8	226	87	0
Os0572#DNAnona/hAT	DNAnona/hAT	TIR_transposon	136	83	18	12	5,8	619	91	0
Os0586#DNAnona/hAT	DNAnona/hAT	TIR_transposon	313	80	17	7	5,8	179	91	0
Os0587#DNAnona/hAT	DNAnona/hAT	TIR_transposon	47	86	18	5	5,8	507	96	0
Os0600#DNAnona/hAT	DNAnona/hAT	TIR_transposon	178	91	16	18	5,8	215	94	0
Os0603#DNAnona/hAT	DNAnona/hAT	TIR_transposon	141	92	5	16	5,8	752	88	0
Os0605#DNAnona/hAT	DNAnona/hAT	TIR_transposon	148	81	6	9	5,8	167	98	0
Os0612#DNAnona/hAT	DNAnona/hAT	TIR_transposon	13	84	6	14	5,8	197	96	0
Os0621#DNAnona/hAT	DNAnona/hAT	TIR_transposon	354	85	15	6	5,8	239	89	0
Os0626#DNAnona/hAT	DNAnona/hAT	TIR_transposon	289	90	3	18	5,8	652	93	0
Os0650#DNAnona/hAT	DNAnona/hAT	TIR_transposon	85	89	18	19	5,8	596	87	0
Os0701#DNAnona/hAT	DNAnona/hAT	TIR_transposon	325	80	18	13	5,8	176	96	0
Os0734#DNAnona/hAT	DNAnona/hAT	TIR_transposon	499	82	16	20	5,8	871	86	0
Os0752#DNAnona/hAT	DNAnona/hAT	TIR_transposon	466	81	3	6	5,8	616	82	0
Os0756#DNAnona/hAT	DNAnona/hAT	TIR_transposon	79	93	10	10	5,8	208	94	0
Os0780#DNAnona/hAT	DNAnona/hAT	TIR_transposon	449	80	1	20	5,8	243	96	0
Os0792#DNAnona/hAT	DNAnona/hAT	TIR_transposon	78	82	10	7	5,8	579	84	0
Os0806#DNAnona/hAT	DNAnona/hAT	TIR_transposon	380	90	18	18	5,8	475	95	0
Os0816#DNAnona/hAT	DNAnona/hAT	TIR_transposon	445	94	3	20	5,8	235	98	0
Os0824#DNAnona/hAT	DNAnona/hAT	TIR_transposon	384	92	18	6	5,8	592	98	0
Os0825#DNAnona/hAT	DNAnona/hAT	TIR_transposon	233	81	10	11	5,8	691	90	0
Os0838#DNAnona/hAT	DNAnona/hAT	TIR_transposon	304	80	6	7	5,8	643	80	0
Os0843#DNAnona/hAT	DNAnona/hAT	TIR_transposon	386	95	18	16	5,8	158	85	0
Os0851#DNAnona/hAT	DNAnona/hAT	TIR_transposon	418	92	13	17	5,8	849	86	0
Os0878#DNAnona/hAT	DNAnona/hAT	TIR_transposon	12	85	3	5	5,8	175	94	0
Os0897#DNAnona/hAT	DNAnona/hAT	TIR_transposon	102	87	14	14	5,8	372	82	0
Os0902#DNAnona/hAT	DNAnona/hAT	TIR_transposon	55	89	16	17	5,8	2476	91	0
Os0907#DNAnona/hAT	DNAnona/hAT	TIR_transposon	270	81	1	9	5,8	583	97	0
Os0927#DNAnona/hAT	DNAnona/hAT	TIR_transposon	337	90	8	18	5,8	386	81	0
Os0928#DNAnona/hAT	DNAnona/hAT	TIR_transposon	256	91	6	20	5,8	415	96	0
Os0942#DNAnona/hAT	DNAnona/hAT	TIR_transposon	57	93	16	9	5,8	2132	92	0
Os0963#DNAnona/hAT	DNAnona/hAT	TIR_transposon	477	82	3	5	5,8	354	97	0
Os0964#DNAnona/hAT	DNAnona/hAT	TIR_transposon	402	82	3	17	5,8	671	89	0
Os0979#DNAnona/hAT	DNAnona/hAT	TIR_transposon	424	87	6	12	5,8	735	96	0
Os0987#DNAnona/hAT	DNAnona/hAT	TIR_transposon	40	89	3	10	5,8	157	82	0
Os0989#DNAnona/hAT	DNAnona/hAT	TIR_transposon	33	95	17	5	5,8	190	89	0
Os1020#DNAnona/hAT	DNAnona/hAT	TIR_transposon	244	89	12	14	5,8	529	90	0
Os1051#DNAauto/hAT	DNAauto/hAT	TIR_transposon	311	85	12	20	5,8	3890	82	0
Os1062#DNAnona/hAT	DNAnona/hAT	TIR_transposon	470	92	2	11	5,8	1769	97	0
Os1063#DNAnona/hAT	DNAnona/hAT	TIR_transposon	85	91	6	17	5,8	1401	81	0
Os1090#DNAnona/hAT	DNAnona/hAT	TIR_transposon	155	84	3	11	5,8	1441	93	0
Os1103#DNAnona/hAT	DNAnona/hAT	TIR_transposon	107	88	1	18	5,8	624	84	0
Os1105#DNAnona/hAT	DNAnona/hAT	TIR_transposon	118	93	14	13	5,8	1482	88	0
Os1109#DNAnona/hAT	DNAnona/hAT	TIR_transposon	95	88	6	17	5,8	560	93	0
Os1151#DNAauto/hAT	DNAauto/hAT	TIR_transposon	463	88	1	16	5,8	3751	84	0
